"","env","spa","codist","r2","iteration","site","identifier","scenario","richness"
"1",0.000254466830790168,0,0,0.000254466830790168,"iter1","site1","site1_iter1","scenario2",11
"2",6.38604801198791e-05,5.74356813332501e-05,7.167710703579e-05,0.000192973268488919,"iter1","site2","site2_iter1","scenario2",12
"3",6.1166176404425e-05,5.15836552323007e-05,4.8218613074474e-05,0.0001609684447112,"iter1","site3","site3_iter1","scenario2",9
"4",0.000828939622533634,1.65040490988971e-05,8.22491998513389e-05,0.00092769287148387,"iter1","site4","site4_iter1","scenario2",6
"5",0.000374886130742298,0.000126358133768574,0,0.000501244264510872,"iter1","site5","site5_iter1","scenario2",9
"6",0.000817322966538984,0.000447770426661136,0,0.00126509339320012,"iter1","site6","site6_iter1","scenario2",7
"7",0.00105422678612953,0,0.000268316194897635,0.00132254298102716,"iter1","site7","site7_iter1","scenario2",6
"8",0.000134071398386749,2.68503722408848e-05,0,0.000160921770627634,"iter1","site8","site8_iter1","scenario2",10
"9",6.99376519673504e-05,9.38670953125225e-05,9.26888533906712e-05,0.000256493600670544,"iter1","site9","site9_iter1","scenario2",10
"10",0.00120439909180144,0.000242741200220098,0.000426656732630668,0.00187379702465221,"iter1","site10","site10_iter1","scenario2",8
"11",0.000362153523812604,2.00822184364696e-05,0,0.000382235742249074,"iter1","site11","site11_iter1","scenario2",8
"12",0.000373187987732833,1.90447079558806e-05,0,0.000392232695688714,"iter1","site12","site12_iter1","scenario2",8
"13",0.000249604147057399,0.000110619841525729,0.000173469216386455,0.000533693204969583,"iter1","site13","site13_iter1","scenario2",11
"14",9.70938307659474e-05,3.18440744746482e-05,2.11566502653658e-05,0.000150094555505961,"iter1","site14","site14_iter1","scenario2",8
"15",0.000386032850554389,0.000142686898824599,0.000661153525881771,0.00118987327526076,"iter1","site15","site15_iter1","scenario2",7
"16",0.000168401539470999,9.16743829408964e-06,0.000378646690755531,0.000556215668520619,"iter1","site16","site16_iter1","scenario2",15
