"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.377049068207964,0.231876356699454,0,0.608925424907419,"iter_1",0.1,0.2,0.4,0.005,0,0,"spp1_iter_1","scenario1",42
"2","2",0.2015770272361,0.366948170032958,0,0.568525197269058,"iter_1",0.157142857142857,0.2,0.4,0.005,0,0,"spp2_iter_1","scenario1",44
"3","3",0.246354887787961,0.334490583935562,0,0.580845471723523,"iter_1",0.214285714285714,0.2,0.4,0.005,0,0,"spp3_iter_1","scenario1",62
"4","4",0.262041114202856,0.278031836685184,0,0.540072950888039,"iter_1",0.271428571428571,0.2,0.4,0.005,0,0,"spp4_iter_1","scenario1",48
"5","5",0.424490562171484,0.178564568146222,0,0.603055130317707,"iter_1",0.328571428571429,0.2,0.4,0.005,0,0,"spp5_iter_1","scenario1",41
"6","6",0.564169644651113,0.0639171265015643,0,0.628086771152677,"iter_1",0.385714285714286,0.2,0.4,0.005,0,0,"spp6_iter_1","scenario1",47
"7","7",0.326641386364985,0.207148565252583,0,0.533789951617569,"iter_1",0.442857142857143,0.2,0.4,0.005,0,0,"spp7_iter_1","scenario1",50
"8","8",0.429319910914818,0.154843779600108,0,0.584163690514926,"iter_1",0.5,0.2,0.4,0.005,0,0,"spp8_iter_1","scenario1",41
"9","9",0.339886365263927,0.197039242817303,0,0.536925608081229,"iter_1",0.557142857142857,0.2,0.4,0.005,0,0,"spp9_iter_1","scenario1",49
"10","10",0.237090174714986,0.283502327658785,0,0.520592502373772,"iter_1",0.614285714285714,0.2,0.4,0.005,0,0,"spp10_iter_1","scenario1",31
"11","11",0.277255086481576,0.280317732285391,0,0.557572818766967,"iter_1",0.671428571428571,0.2,0.4,0.005,0,0,"spp11_iter_1","scenario1",38
"12","12",0.407023452868155,0.18076638413365,0,0.587789837001806,"iter_1",0.728571428571429,0.2,0.4,0.005,0,0,"spp12_iter_1","scenario1",34
"13","13",0.344874799308437,0.246110186324581,0,0.590984985633018,"iter_1",0.785714285714286,0.2,0.4,0.005,0,0,"spp13_iter_1","scenario1",39
"14","14",0.204469746055863,0.385469055076477,0,0.589938801132339,"iter_1",0.842857142857143,0.2,0.4,0.005,0,0,"spp14_iter_1","scenario1",31
"15","15",0.424916852448356,0.171370155994856,0,0.596287008443212,"iter_1",0.9,0.2,0.4,0.005,0,0,"spp15_iter_1","scenario1",43
"16","1",0.15639819111113,0.405783525769693,0,0.562181716880822,"iter_2",0.1,0.2,0.4,0.005,0,0,"spp1_iter_2","scenario1",29
"17","2",0.222025513884161,0.319417454742343,0,0.541442968626504,"iter_2",0.157142857142857,0.2,0.4,0.005,0,0,"spp2_iter_2","scenario1",51
"18","3",0.421994958150194,0.248631189059396,0,0.67062614720959,"iter_2",0.214285714285714,0.2,0.4,0.005,0,0,"spp3_iter_2","scenario1",51
"19","4",0.482590345846746,0.178289397207858,0,0.660879743054604,"iter_2",0.271428571428571,0.2,0.4,0.005,0,0,"spp4_iter_2","scenario1",46
"20","5",0.484971798190272,0.176624295457273,0,0.661596093647545,"iter_2",0.328571428571429,0.2,0.4,0.005,0,0,"spp5_iter_2","scenario1",63
"21","6",0.522818240441491,0.164634139310202,0,0.687452379751693,"iter_2",0.385714285714286,0.2,0.4,0.005,0,0,"spp6_iter_2","scenario1",61
"22","7",0.492051246889937,0.0909064299493763,0,0.582957676839314,"iter_2",0.442857142857143,0.2,0.4,0.005,0,0,"spp7_iter_2","scenario1",36
"23","8",0.176967930897451,0.345710538338097,0,0.522678469235548,"iter_2",0.5,0.2,0.4,0.005,0,0,"spp8_iter_2","scenario1",40
"24","9",0.547853072267133,0.0827161783862458,0,0.630569250653379,"iter_2",0.557142857142857,0.2,0.4,0.005,0,0,"spp9_iter_2","scenario1",40
"25","10",0.129018354647405,0.347663689056898,0,0.476682043704303,"iter_2",0.614285714285714,0.2,0.4,0.005,0,0,"spp10_iter_2","scenario1",40
"26","11",0.266872270578597,0.302556679676217,0,0.569428950254814,"iter_2",0.671428571428571,0.2,0.4,0.005,0,0,"spp11_iter_2","scenario1",41
