"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.277252629385385,0.0626200636860913,0,0.339872693071476,"iter_1",0.75,0.2,0.4,0.005,0,0,"spp1_iter_1","scenario6",57
"2","2",0.500266786240529,0,0,0.500266786240529,"iter_1",0.25,0.2,0.4,0.005,0,0,"spp2_iter_1","scenario6",51
"3","1",0.579512575170481,0,0,0.579512575170481,"iter_2",0.75,0.2,0.4,0.005,0,0,"spp1_iter_2","scenario6",41
"4","2",0.184503479978276,0.202360769818977,0,0.386864249797253,"iter_2",0.25,0.2,0.4,0.005,0,0,"spp2_iter_2","scenario6",41
"5","1",0.0756865190478326,0.228193882959107,0,0.303880402006939,"iter_3",0.75,0.2,0.4,0.005,0,0,"spp1_iter_3","scenario6",44
"6","2",0.226330396165378,0.14407503158462,0,0.370405427749999,"iter_3",0.25,0.2,0.4,0.005,0,0,"spp2_iter_3","scenario6",37
"7","1",0.481233268598566,0,0,0.481233268598566,"iter_4",0.75,0.2,0.4,0.005,0,0,"spp1_iter_4","scenario6",60
"8","2",0.328917342629761,0.0907397669235255,0,0.419657109553287,"iter_4",0.25,0.2,0.4,0.005,0,0,"spp2_iter_4","scenario6",55
"9","1",0.288893274530353,0.106666325473404,0,0.395559600003757,"iter_5",0.75,0.2,0.4,0.005,0,0,"spp1_iter_5","scenario6",35
"10","2",0.233464982601764,0.166166551132732,0,0.399631533734495,"iter_5",0.25,0.2,0.4,0.005,0,0,"spp2_iter_5","scenario6",55
