"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.250174880954365,0.144998509192126,0,0.395173390146492,"iter_1",0.7,0.2,0.4,0.005,0,0,"spp1_iter_1","scenario5",36
"2","2",0.454899332920406,0,0,0.454899332920406,"iter_1",0.3,0.2,0.4,0.005,0,0,"spp2_iter_1","scenario5",39
"3","1",0.362203763495843,0.0772990679937492,0,0.439502831489593,"iter_2",0.7,0.2,0.4,0.005,0,0,"spp1_iter_2","scenario5",52
"4","2",0.318073412522647,0.067032229949697,0,0.385105642472344,"iter_2",0.3,0.2,0.4,0.005,0,0,"spp2_iter_2","scenario5",39
"5","1",0.431182655322046,0,0,0.431182655322046,"iter_3",0.7,0.2,0.4,0.005,0,0,"spp1_iter_3","scenario5",47
"6","2",0.432534148792222,0,0,0.432534148792222,"iter_3",0.3,0.2,0.4,0.005,0,0,"spp2_iter_3","scenario5",41
"7","1",0.528081386015593,0,0,0.528081386015593,"iter_4",0.7,0.2,0.4,0.005,0,0,"spp1_iter_4","scenario5",37
"8","2",0.506290683918285,0,0,0.506290683918285,"iter_4",0.3,0.2,0.4,0.005,0,0,"spp2_iter_4","scenario5",32
"9","1",0.228653434602769,0.0943243097667795,0,0.322977744369549,"iter_5",0.7,0.2,0.4,0.005,0,0,"spp1_iter_5","scenario5",38
"10","2",0.309801327490993,0.0540191939665752,0,0.363820521457568,"iter_5",0.3,0.2,0.4,0.005,0,0,"spp2_iter_5","scenario5",49
