"","env","spa","codist","r2","iteration","site","identifier","scenario","richness"
"1",1.62659281030144e-05,0,0,1.62659281030144e-05,"iter1","site1","site1_iter1","scenario8",0
"2",0,8.20646709773753e-06,0,8.20646709773753e-06,"iter1","site2","site2_iter1","scenario8",0
"3",0,0,0,0,"iter1","site3","site3_iter1","scenario8",0
"4",4.28341487845095e-05,0,0,4.28341487845095e-05,"iter1","site4","site4_iter1","scenario8",0
"5",2.42443080063876e-05,0,0,2.42443080063876e-05,"iter1","site5","site5_iter1","scenario8",0
"6",9.97160240105763e-05,0.000222284210991449,0,0.000322000235002025,"iter1","site6","site6_iter1","scenario8",1
"7",6.53826508529501e-05,0,0,6.53826508529501e-05,"iter1","site7","site7_iter1","scenario8",0
"8",1.64741906013324e-05,6.36605817946462e-06,0,2.2840248780797e-05,"iter1","site8","site8_iter1","scenario8",0
"9",1.70304402138089e-05,7.87144516663708e-05,0,9.57448918801797e-05,"iter1","site9","site9_iter1","scenario8",0
"10",8.15115940764938e-05,4.83274233668247e-05,0,0.000129839017443319,"iter1","site10","site10_iter1","scenario8",0
"11",3.51004608283973e-05,0,0,3.51004608283973e-05,"iter1","site11","site11_iter1","scenario8",0
"12",0,2.91208516698462e-05,2.51095667215984e-06,3.16318083420061e-05,"iter1","site12","site12_iter1","scenario8",0
"13",1.57379778027191e-05,6.28136333393482e-06,0,2.2019341136654e-05,"iter1","site13","site13_iter1","scenario8",0
"14",2.96708419974724e-05,5.099650166459e-05,0,8.06673436620624e-05,"iter1","site14","site14_iter1","scenario8",0
"15",3.03457269177491e-05,6.36253757136613e-05,0,9.39711026314104e-05,"iter1","site15","site15_iter1","scenario8",0
"16",7.71620882528281e-06,4.76802523217138e-06,0,1.24842340574542e-05,"iter1","site16","site16_iter1","scenario8",0
"17",2.1730038431587e-06,5.18680472548498e-05,0,5.40410510980085e-05,"iter1","site17","site17_iter1","scenario8",0
"18",7.9469444743336e-05,1.7080739270257e-05,0,9.6550184013593e-05,"iter1","site18","site18_iter1","scenario8",0
"19",0,4.35580117745561e-05,0,4.35580117745561e-05,"iter1","site19","site19_iter1","scenario8",0
"20",5.09913746190377e-05,5.80285656880497e-05,0,0.000109019940307087,"iter1","site20","site20_iter1","scenario8",0
"21",8.51262455920209e-05,0,0,8.51262455920209e-05,"iter1","site21","site21_iter1","scenario8",1
"22",9.58466871774777e-06,0,0,9.58466871774777e-06,"iter1","site22","site22_iter1","scenario8",0
"23",2.02602101936228e-05,4.57430387591948e-05,0,6.60032489528176e-05,"iter1","site23","site23_iter1","scenario8",0
"24",3.95379994134784e-05,0,0,3.95379994134784e-05,"iter1","site24","site24_iter1","scenario8",0
"25",1.52848154507684e-05,0,0,1.52848154507684e-05,"iter1","site25","site25_iter1","scenario8",0
"26",6.80870046921751e-06,0,7.61786432707293e-07,7.5704869019248e-06,"iter1","site26","site26_iter1","scenario8",0
"27",7.17147117822223e-05,5.43225206755672e-06,0,7.7146963849779e-05,"iter1","site27","site27_iter1","scenario8",0
"28",2.49639070766584e-05,3.00230007757088e-05,0,5.49869078523672e-05,"iter1","site28","site28_iter1","scenario8",0
"29",5.24053992329172e-05,7.4370271644418e-05,0,0.000126775670877335,"iter1","site29","site29_iter1","scenario8",1
"30",7.97788437261634e-06,2.17885649075822e-05,0,2.97664492801985e-05,"iter1","site30","site30_iter1","scenario8",0
"31",8.05398262807398e-06,6.06225789948424e-05,0,6.86765616229164e-05,"iter1","site31","site31_iter1","scenario8",0
"32",6.85805009253769e-06,0,0,6.85805009253769e-06,"iter1","site32","site32_iter1","scenario8",0
"33",1.06312847375196e-05,6.89636801614184e-05,0,7.9594964898938e-05,"iter1","site33","site33_iter1","scenario8",0
"34",2.9105804688144e-05,0,0,2.9105804688144e-05,"iter1","site34","site34_iter1","scenario8",1
"35",4.95646962364162e-05,4.26780316710828e-05,0,9.2242727907499e-05,"iter1","site35","site35_iter1","scenario8",0
"36",7.90562852942117e-06,0,0,7.90562852942117e-06,"iter1","site36","site36_iter1","scenario8",0
"37",2.40836810428197e-05,0,0,2.40836810428197e-05,"iter1","site37","site37_iter1","scenario8",0
"38",6.94624394497326e-05,0.000122787256371323,0,0.000192249695821056,"iter1","site38","site38_iter1","scenario8",0
"39",1.55225790667336e-05,1.15764000604438e-05,0,2.70989791271774e-05,"iter1","site39","site39_iter1","scenario8",0
"40",2.05527989194369e-06,3.58919616150902e-05,0,3.79472415070339e-05,"iter1","site40","site40_iter1","scenario8",0
"41",0,8.08086028160516e-05,0,8.08086028160516e-05,"iter1","site41","site41_iter1","scenario8",0
"42",1.38402229245797e-05,1.41205110363298e-05,0,2.79607339609094e-05,"iter1","site42","site42_iter1","scenario8",0
"43",7.87007445310487e-06,0,0,7.87007445310487e-06,"iter1","site43","site43_iter1","scenario8",0
"44",1.38863378387229e-06,0,0,1.38863378387229e-06,"iter1","site44","site44_iter1","scenario8",0
"45",2.40009860973106e-06,0,1.99915309583693e-07,2.60001391931475e-06,"iter1","site45","site45_iter1","scenario8",0
"46",1.72029747667089e-05,3.61404106746253e-05,0,5.33433854413342e-05,"iter1","site46","site46_iter1","scenario8",0
"47",5.28714881027052e-05,0,0,5.28714881027052e-05,"iter1","site47","site47_iter1","scenario8",0
"48",2.21847533122545e-08,8.38445062990707e-06,2.67847161944735e-07,8.67448254516406e-06,"iter1","site48","site48_iter1","scenario8",0
"49",0,0,0,0,"iter1","site49","site49_iter1","scenario8",0
"50",1.82395182248394e-05,8.75884860806583e-06,0,2.69983668329052e-05,"iter1","site50","site50_iter1","scenario8",0
"51",0,0,0,0,"iter1","site51","site51_iter1","scenario8",0
"52",4.14218315147568e-05,0,0,4.14218315147568e-05,"iter1","site52","site52_iter1","scenario8",0
"53",2.29144918500603e-05,8.71390899025136e-05,0,0.000110053581752574,"iter1","site53","site53_iter1","scenario8",0
"54",1.20723043604512e-05,1.12847013437153e-05,0,2.33570057041665e-05,"iter1","site54","site54_iter1","scenario8",0
"55",5.09864864110282e-05,0,0,5.09864864110282e-05,"iter1","site55","site55_iter1","scenario8",0
"56",5.03987556676929e-05,5.57111828617952e-06,0,5.59698739538724e-05,"iter1","site56","site56_iter1","scenario8",0
"57",1.31534258671615e-05,2.65507845269825e-05,0,3.9704210394144e-05,"iter1","site57","site57_iter1","scenario8",0
"58",0,4.49585130989986e-05,0,4.49585130989986e-05,"iter1","site58","site58_iter1","scenario8",0
"59",2.42409256386243e-05,3.26539449721847e-05,0,5.6894870610809e-05,"iter1","site59","site59_iter1","scenario8",0
"60",1.54353225715138e-06,0,0,1.54353225715138e-06,"iter1","site60","site60_iter1","scenario8",0
"61",6.64424123000617e-05,1.5578201872666e-05,0,8.20206141727278e-05,"iter1","site61","site61_iter1","scenario8",1
"62",3.04443603928601e-05,3.86280343102523e-05,0,6.90723947031124e-05,"iter1","site62","site62_iter1","scenario8",0
"63",4.86882814461676e-06,3.33542249502892e-05,0,3.82230530949059e-05,"iter1","site63","site63_iter1","scenario8",0
"64",9.14308661549857e-06,7.33247359057513e-07,0,9.87633397455608e-06,"iter1","site64","site64_iter1","scenario8",0
"65",0,1.60354027467889e-05,0,1.60354027467889e-05,"iter1","site65","site65_iter1","scenario8",0
"66",2.50822066784956e-05,2.14678686047579e-05,0,4.65500752832534e-05,"iter1","site66","site66_iter1","scenario8",0
"67",3.24893074118168e-06,1.53615851720691e-07,0,3.40254659290237e-06,"iter1","site67","site67_iter1","scenario8",0
"68",1.88951052146867e-05,0,1.05675288756181e-06,1.99518581022486e-05,"iter1","site68","site68_iter1","scenario8",0
"69",5.41310972296564e-05,0,0,5.41310972296564e-05,"iter1","site69","site69_iter1","scenario8",0
"70",5.32441458905007e-05,0,0,5.32441458905007e-05,"iter1","site70","site70_iter1","scenario8",0
"71",0,1.46397796885305e-05,0,1.46397796885305e-05,"iter1","site71","site71_iter1","scenario8",0
"72",4.06832844549248e-05,0,0,4.06832844549248e-05,"iter1","site72","site72_iter1","scenario8",0
"73",7.28568471550538e-06,0,0,7.28568471550538e-06,"iter1","site73","site73_iter1","scenario8",0
"74",8.93739215293289e-06,0,0,8.93739215293289e-06,"iter1","site74","site74_iter1","scenario8",0
"75",0,6.68113559326438e-06,0,6.68113559326438e-06,"iter1","site75","site75_iter1","scenario8",0
"76",5.15814526159767e-05,5.24420881438798e-05,0,0.000104023540759856,"iter1","site76","site76_iter1","scenario8",1
"77",6.80287215419097e-05,2.91425137479108e-05,0,9.71712352898205e-05,"iter1","site77","site77_iter1","scenario8",0
"78",0,0,0,0,"iter1","site78","site78_iter1","scenario8",0
"79",1.13962555242921e-05,0,0,1.13962555242921e-05,"iter1","site79","site79_iter1","scenario8",0
"80",9.00694631628814e-05,2.63793732074696e-05,0,0.000116448836370351,"iter1","site80","site80_iter1","scenario8",0
"81",2.26748930053766e-07,0,0,2.26748930053766e-07,"iter1","site81","site81_iter1","scenario8",0
"82",1.49510484030157e-05,0,0,1.49510484030157e-05,"iter1","site82","site82_iter1","scenario8",0
"83",5.39351034319102e-06,0,1.28312180439634e-07,5.52182252363065e-06,"iter1","site83","site83_iter1","scenario8",0
"84",2.13348512621891e-06,1.13484683051107e-05,0,1.34819534313296e-05,"iter1","site84","site84_iter1","scenario8",0
"85",8.02632562609867e-06,2.26822972173029e-06,0,1.0294555347829e-05,"iter1","site85","site85_iter1","scenario8",0
"86",2.24065698131226e-05,4.52686663058824e-06,0,2.69334364437108e-05,"iter1","site86","site86_iter1","scenario8",0
"87",1.50826417000599e-05,4.28365710340239e-06,0,1.93662988034623e-05,"iter1","site87","site87_iter1","scenario8",0
"88",4.79771913705471e-05,0,0,4.79771913705471e-05,"iter1","site88","site88_iter1","scenario8",0
"89",0,7.41550005794512e-05,0,7.41550005794512e-05,"iter1","site89","site89_iter1","scenario8",0
"90",4.20505150469704e-05,0,0,4.20505150469704e-05,"iter1","site90","site90_iter1","scenario8",0
"91",7.42762044875315e-05,0.000109596152460822,0,0.000183872356948354,"iter1","site91","site91_iter1","scenario8",0
"92",2.92409227851463e-05,0,0,2.92409227851463e-05,"iter1","site92","site92_iter1","scenario8",0
"93",3.05038650746728e-06,0.000110390660479442,0,0.00011344104698691,"iter1","site93","site93_iter1","scenario8",0
"94",3.30328449219298e-05,0,0,3.30328449219298e-05,"iter1","site94","site94_iter1","scenario8",0
"95",1.67073432658192e-05,0,0,1.67073432658192e-05,"iter1","site95","site95_iter1","scenario8",0
"96",4.93333128940609e-05,3.14747545628702e-05,0,8.08080674569311e-05,"iter1","site96","site96_iter1","scenario8",0
