"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.345713739276547,0.0367128274506103,0,0.382426566727158,"iter_1",0.5,0.2,0.4,0.005,0,0,"spp1_iter_1","scenario1",42
"2","2",0.286923714137142,0.0801544157471892,0,0.367078129884332,"iter_1",0.5,0.2,0.4,0.005,0,0,"spp2_iter_1","scenario1",31
"3","1",0.426050827143287,0,0,0.426050827143287,"iter_2",0.5,0.2,0.4,0.005,0,0,"spp1_iter_2","scenario1",36
"4","2",0.36824526710923,0.000675053372103607,0,0.368920320481333,"iter_2",0.5,0.2,0.4,0.005,0,0,"spp2_iter_2","scenario1",30
"5","1",0.448677849567924,0,0,0.448677849567924,"iter_3",0.5,0.2,0.4,0.005,0,0,"spp1_iter_3","scenario1",49
"6","2",0.300362993896758,0.139488035962474,0,0.439851029859232,"iter_3",0.5,0.2,0.4,0.005,0,0,"spp2_iter_3","scenario1",46
"7","1",0.168352961416217,0.114527938749175,0,0.282880900165392,"iter_4",0.5,0.2,0.4,0.005,0,0,"spp1_iter_4","scenario1",27
"8","2",0.231324146077552,0.135740944934962,0,0.367065091012514,"iter_4",0.5,0.2,0.4,0.005,0,0,"spp2_iter_4","scenario1",41
"9","1",0.289854715003318,0.127497889866409,0,0.417352604869727,"iter_5",0.5,0.2,0.4,0.005,0,0,"spp1_iter_5","scenario1",45
"10","2",0.342884140976997,0.0338361214523015,0,0.376720262429298,"iter_5",0.5,0.2,0.4,0.005,0,0,"spp2_iter_5","scenario1",35
