"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.141573876563207,0.179568066804767,0,0.321141943367974,"iter_1",0.85,0.2,0.4,0.005,0,0,"spp1_iter_1","scenario8",32
"2","2",0.287967421555399,0.0523612544429096,0,0.340328675998309,"iter_1",0.15,0.2,0.4,0.005,0,0,"spp2_iter_1","scenario8",48
"3","1",0.179150068330728,0.156902704995944,0,0.336052773326672,"iter_2",0.85,0.2,0.4,0.005,0,0,"spp1_iter_2","scenario8",34
"4","2",0.187444106697489,0.204488903908589,0,0.391933010606078,"iter_2",0.15,0.2,0.4,0.005,0,0,"spp2_iter_2","scenario8",50
"5","1",0.211823960061253,0.163867096649961,0,0.375691056711214,"iter_3",0.85,0.2,0.4,0.005,0,0,"spp1_iter_3","scenario8",37
"6","2",0.156355682695306,0.238120656142856,0,0.394476338838162,"iter_3",0.15,0.2,0.4,0.005,0,0,"spp2_iter_3","scenario8",43
"7","1",0.324442777397003,0.0838301933389167,0,0.408272970735919,"iter_4",0.85,0.2,0.4,0.005,0,0,"spp1_iter_4","scenario8",34
"8","2",0.211130159751149,0.202078231802724,0,0.413208391553873,"iter_4",0.15,0.2,0.4,0.005,0,0,"spp2_iter_4","scenario8",46
"9","1",0.236399186150597,0.085124819856823,0,0.32152400600742,"iter_5",0.85,0.2,0.4,0.005,0,0,"spp1_iter_5","scenario8",53
"10","2",0.224810828413206,0.204938286706667,0,0.429749115119873,"iter_5",0.15,0.2,0.4,0.005,0,0,"spp2_iter_5","scenario8",41
