"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.263061868360355,0.165309174269812,0,0.428371042630167,"iter_1",0.9,0.2,0.4,0.005,0,0,"spp1_iter_1","scenario9",48
"2","2",0.315951510061424,0.12164065776432,0,0.437592167825745,"iter_1",0.1,0.2,0.4,0.005,0,0,"spp2_iter_1","scenario9",42
"3","1",0.272295803830863,0.164306053955005,0,0.436601857785867,"iter_2",0.9,0.2,0.4,0.005,0,0,"spp1_iter_2","scenario9",52
"4","2",0.221289020972781,0.16807851821379,0,0.38936753918657,"iter_2",0.1,0.2,0.4,0.005,0,0,"spp2_iter_2","scenario9",41
"5","1",0.19745727710161,0.186951494914362,0,0.384408772015971,"iter_3",0.9,0.2,0.4,0.005,0,0,"spp1_iter_3","scenario9",38
"6","2",0.176512462696285,0.209727443787977,0,0.386239906484262,"iter_3",0.1,0.2,0.4,0.005,0,0,"spp2_iter_3","scenario9",34
"7","1",0.215762577509106,0.165151331935266,0,0.380913909444372,"iter_4",0.9,0.2,0.4,0.005,0,0,"spp1_iter_4","scenario9",54
"8","2",0.191103392308578,0.199351882170813,0,0.390455274479391,"iter_4",0.1,0.2,0.4,0.005,0,0,"spp2_iter_4","scenario9",31
"9","1",0.262452237187578,0.106234263904168,0,0.368686501091745,"iter_5",0.9,0.2,0.4,0.005,0,0,"spp1_iter_5","scenario9",52
"10","2",0.197196301732769,0.197543427794377,0,0.394739729527146,"iter_5",0.1,0.2,0.4,0.005,0,0,"spp2_iter_5","scenario9",35
