"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"55","10",0.418870359063164,0.186300089997294,0.087096041895756,0.692266490956214,"iter_4",0.328571428571429,0.2,0.4,0.005,1.5,1.5,"spp10_iter_4","Fig3a",161
"56","11",0.185512531304351,0.283963232317233,0.161594651108655,0.631070414730239,"iter_4",0.442857142857143,0.2,0.4,0.005,1.5,1.5,"spp11_iter_4","Fig3a",149
"57","12",0.24792130597093,0.25529796571786,0.19889702955431,0.7021163012431,"iter_4",0.557142857142857,0.2,0.4,0.005,1.5,1.5,"spp12_iter_4","Fig3a",158
"58","13",0.41260349363331,0.242531785334094,0.0814206025247382,0.736555881492142,"iter_4",0.671428571428571,0.2,0.4,0.005,1.5,1.5,"spp13_iter_4","Fig3a",160
"59","14",0.308798710390569,0.306393930642466,0.0349688921060497,0.650161533139085,"iter_4",0.785714285714286,0.2,0.4,0.005,1.5,1.5,"spp14_iter_4","Fig3a",69
"60","15",0.551885709894455,0.138692590197546,0.0319142138164302,0.722492513908432,"iter_4",0.9,0.2,0.4,0.005,1.5,1.5,"spp15_iter_4","Fig3a",130
"61","1",0.556143053522136,0.16483127496887,0.100596689864082,0.821571018355088,"iter_5",0.1,0.2,0.4,0.005,0,0,"spp1_iter_5","Fig3a",172
"62","2",0.702635955740955,0.0718031814726369,0.0347467175513555,0.809185854764947,"iter_5",0.233333333333333,0.2,0.4,0.005,0,0,"spp2_iter_5","Fig3a",296
"63","3",0.521254777383143,0.10638092483833,0.0228820657146528,0.650517767936125,"iter_5",0.366666666666667,0.2,0.4,0.005,0,0,"spp3_iter_5","Fig3a",385
"64","4",0.388361880457579,0.185731031275287,0.0187085373733424,0.592801449106208,"iter_5",0.5,0.2,0.4,0.005,0,0,"spp4_iter_5","Fig3a",348
"65","5",0.492453736222724,0.151055899539209,0.0398366422017453,0.683346277963679,"iter_5",0.633333333333333,0.2,0.4,0.005,0,0,"spp5_iter_5","Fig3a",339
"66","6",0.616339127916963,0.0820272531309914,0.145987970454227,0.844354351502181,"iter_5",0.766666666666667,0.2,0.4,0.005,0,0,"spp6_iter_5","Fig3a",283
"67","7",0.639926020694879,0.137206891112371,0.0489254298380466,0.826058341645296,"iter_5",0.9,0.2,0.4,0.005,0,0,"spp7_iter_5","Fig3a",175
"68","8",0.571369058321374,0.189452468832992,0.0467279123929638,0.80754943954733,"iter_5",0.1,0.2,0.4,0.005,1.5,1.5,"spp8_iter_5","Fig3a",130
"69","9",0.306616987372902,0.322435501029362,0.00285696485458553,0.63190945325685,"iter_5",0.214285714285714,0.2,0.4,0.005,1.5,1.5,"spp9_iter_5","Fig3a",62
"70","10",0.339888991653815,0.19598573899718,0.174817082368471,0.710691813019465,"iter_5",0.328571428571429,0.2,0.4,0.005,1.5,1.5,"spp10_iter_5","Fig3a",191
"71","11",0.295296136966558,0.3146999686759,0.146558007237716,0.756554112880173,"iter_5",0.442857142857143,0.2,0.4,0.005,1.5,1.5,"spp11_iter_5","Fig3a",143
"72","12",0.252061197968679,0.366084937110256,0.0999307676373939,0.718076902716329,"iter_5",0.557142857142857,0.2,0.4,0.005,1.5,1.5,"spp12_iter_5","Fig3a",177
"73","13",0.400568675243225,0.275403911072842,0.0876852087562091,0.763657795072277,"iter_5",0.671428571428571,0.2,0.4,0.005,1.5,1.5,"spp13_iter_5","Fig3a",152
"74","14",0.372391813031604,0.275916137903065,0.0319820741825563,0.680290025117225,"iter_5",0.785714285714286,0.2,0.4,0.005,1.5,1.5,"spp14_iter_5","Fig3a",94
"75","15",0.564773299109691,0.13408605904428,0.0536731973050361,0.752532555459007,"iter_5",0.9,0.2,0.4,0.005,1.5,1.5,"spp15_iter_5","Fig3a",113
"76","1",0.215245209455719,0.107316880612369,0.0291936906584704,0.351755780726559,"iter_1",0.1,0.2,0.4,0.001,0,0,"spp1_iter_1","Fig3b",184
"77","2",0.25890148718214,0.0953818919078311,0,0.354283379089971,"iter_1",0.3,0.2,0.4,0.001,0,0,"spp2_iter_1","Fig3b",291
"78","3",0.223112748713105,0.0941710142447914,0.00756448507517782,0.324848248033075,"iter_1",0.5,0.2,0.4,0.001,0,0,"spp3_iter_1","Fig3b",393
"79","4",0.237327937004328,0.1015653889072,0.508277414717224,0.847170740628753,"iter_1",0.7,0.2,0.4,0.001,0,0,"spp4_iter_1","Fig3b",408
"80","5",0.23972687164121,0.108397393927577,0.00536148621342947,0.353485751782216,"iter_1",0.9,0.2,0.4,0.001,0,0,"spp5_iter_1","Fig3b",321
"81","6",0.360189504101247,0.115425805994931,0.0040080642710989,0.479623374367277,"iter_1",0.1,0.2,0.4,0.005,0,0,"spp6_iter_1","Fig3b",294
"82","7",0.383552214595302,0.0998925612592548,0.00255264435145675,0.485997420206013,"iter_1",0.3,0.2,0.4,0.005,0,0,"spp7_iter_1","Fig3b",165
"83","8",0.316746930791912,0.0574365467527426,0.00911128339472178,0.383294760939377,"iter_1",0.5,0.2,0.4,0.005,0,0,"spp8_iter_1","Fig3b",138
"84","9",0.369316044313943,0.0912510354015885,0.446251124183427,0.906818203898958,"iter_1",0.7,0.2,0.4,0.005,0,0,"spp9_iter_1","Fig3b",88
"85","10",0.384088872213075,0.096568834158407,0.0378127642989445,0.518470470670426,"iter_1",0.9,0.2,0.4,0.005,0,0,"spp10_iter_1","Fig3b",199
"86","11",0.474545647351738,0.0796026408455559,0.0126979221964052,0.5668462103937,"iter_1",0.1,0.2,0.4,0.015,0,0,"spp11_iter_1","Fig3b",172
"87","12",0.556152958588655,0.0456695356943348,0.00570422271121884,0.607526716994209,"iter_1",0.3,0.2,0.4,0.015,0,0,"spp12_iter_1","Fig3b",117
"88","13",0.430749292421095,0.0927647469943692,0.00578387524588986,0.529297914661354,"iter_1",0.5,0.2,0.4,0.015,0,0,"spp13_iter_1","Fig3b",173
"89","14",0.511227002196895,0.0480764425617292,0.0192097988969581,0.578513243655583,"iter_1",0.7,0.2,0.4,0.015,0,0,"spp14_iter_1","Fig3b",76
"90","15",0.497143474418845,0.0582256758341013,0.388410780597751,0.943779930850697,"iter_1",0.9,0.2,0.4,0.015,0,0,"spp15_iter_1","Fig3b",136
"91","1",0.215267832807483,0.153605024193023,0.00412167966762733,0.372994536668134,"iter_2",0.1,0.2,0.4,0.001,0,0,"spp1_iter_2","Fig3b",176
"92","2",0.31549701302688,0.172010238214332,0.0162336040424618,0.503740855283674,"iter_2",0.3,0.2,0.4,0.001,0,0,"spp2_iter_2","Fig3b",266
"93","3",0.202906347224204,0.125247058865672,0.00389146708058585,0.332044873170461,"iter_2",0.5,0.2,0.4,0.001,0,0,"spp3_iter_2","Fig3b",404
"94","4",0.19624836884468,0.100368509656012,0.027182175689817,0.323799054190509,"iter_2",0.7,0.2,0.4,0.001,0,0,"spp4_iter_2","Fig3b",396
"95","5",0.263212103866093,0.127553420578317,0.0352598468675035,0.426025371311914,"iter_2",0.9,0.2,0.4,0.001,0,0,"spp5_iter_2","Fig3b",368
"96","6",0.334294667730066,0.143532467185736,0.0370286501830472,0.51485578509885,"iter_2",0.1,0.2,0.4,0.005,0,0,"spp6_iter_2","Fig3b",265
"97","7",0.486570928702441,0.0432284111526275,0.086969512501979,0.616768852357047,"iter_2",0.3,0.2,0.4,0.005,0,0,"spp7_iter_2","Fig3b",169
"98","8",0.320878505738098,0.102262867258305,0.00765134102752452,0.430792714023927,"iter_2",0.5,0.2,0.4,0.005,0,0,"spp8_iter_2","Fig3b",101
"99","9",0.470751442758715,0.0831036323610284,0.333533754997582,0.887388830117325,"iter_2",0.7,0.2,0.4,0.005,0,0,"spp9_iter_2","Fig3b",98
"100","10",0.379575916443663,0.0615431753783388,0.0334939539678947,0.474613045789896,"iter_2",0.9,0.2,0.4,0.005,0,0,"spp10_iter_2","Fig3b",156
"101","11",0.440756108358543,0.0963254840395982,0.0149104241531971,0.551992016551339,"iter_2",0.1,0.2,0.4,0.015,0,0,"spp11_iter_2","Fig3b",169
"102","12",0.514791657041733,0.0367355457539775,0.0410901730808931,0.592617375876603,"iter_2",0.3,0.2,0.4,0.015,0,0,"spp12_iter_2","Fig3b",130
"103","13",0.462553625697887,0.0355787815427874,0.00691782777818695,0.505050235018861,"iter_2",0.5,0.2,0.4,0.015,0,0,"spp13_iter_2","Fig3b",196
"104","14",0.580242088826727,0.0583735143475055,0.0224168718149635,0.661032474989196,"iter_2",0.7,0.2,0.4,0.015,0,0,"spp14_iter_2","Fig3b",65
"105","15",0.478716560675987,0.0640314557754537,0.132330761676653,0.675078778128093,"iter_2",0.9,0.2,0.4,0.015,0,0,"spp15_iter_2","Fig3b",138
"106","1",0.210833694377305,0.104100648650133,0.00507863285220989,0.320012975879648,"iter_3",0.1,0.2,0.4,0.001,0,0,"spp1_iter_3","Fig3b",172
"107","2",0.287562426314594,0.105612850920746,0.0649157617319657,0.458091038967306,"iter_3",0.3,0.2,0.4,0.001,0,0,"spp2_iter_3","Fig3b",292
"108","3",0.227398210498074,0.121589749944116,0.00364208421094014,0.35263004465313,"iter_3",0.5,0.2,0.4,0.001,0,0,"spp3_iter_3","Fig3b",357
"109","4",0.268121405688074,0.112948463225984,0.0206323804393421,0.4017022493534,"iter_3",0.7,0.2,0.4,0.001,0,0,"spp4_iter_3","Fig3b",347
"110","5",0.260109714450875,0.10611781633536,0.10423504960862,0.470462580394855,"iter_3",0.9,0.2,0.4,0.001,0,0,"spp5_iter_3","Fig3b",372
"111","6",0.307193583663033,0.113584411567041,0.0949539854939545,0.515731980724028,"iter_3",0.1,0.2,0.4,0.005,0,0,"spp6_iter_3","Fig3b",277
"112","7",0.43265040350764,0.0579554548632961,0.444114601313382,0.934720459684318,"iter_3",0.3,0.2,0.4,0.005,0,0,"spp7_iter_3","Fig3b",170
"113","8",0.304760102493145,0.106788981543772,0.00948531012204823,0.421034394158966,"iter_3",0.5,0.2,0.4,0.005,0,0,"spp8_iter_3","Fig3b",129
"114","9",0.398112346336257,0.112855302483292,0.0635870757799878,0.574554724599537,"iter_3",0.7,0.2,0.4,0.005,0,0,"spp9_iter_3","Fig3b",70
"115","10",0.345477573266268,0.100855525166041,0.060666139677198,0.506999238109507,"iter_3",0.9,0.2,0.4,0.005,0,0,"spp10_iter_3","Fig3b",231
"116","11",0.481777328008546,0.0681906000764994,0.0188653063732187,0.568833234458264,"iter_3",0.1,0.2,0.4,0.015,0,0,"spp11_iter_3","Fig3b",109
"117","12",0.569027410524323,0.0628280425708609,0.0255618563784419,0.657417309473626,"iter_3",0.3,0.2,0.4,0.015,0,0,"spp12_iter_3","Fig3b",160
"118","13",0.411326545454777,0.095056502139739,0.00992742875485964,0.516310476349376,"iter_3",0.5,0.2,0.4,0.015,0,0,"spp13_iter_3","Fig3b",196
"119","14",0.538095615501692,0.0645062290433695,0.306804237705935,0.909406082250997,"iter_3",0.7,0.2,0.4,0.015,0,0,"spp14_iter_3","Fig3b",83
"120","15",0.457866922913702,0.0561022849626964,0.00472415438991625,0.518693362266314,"iter_3",0.9,0.2,0.4,0.015,0,0,"spp15_iter_3","Fig3b",113
"121","1",0.1726064852123,0.137320423193109,0.00872201063228639,0.318648919037696,"iter_4",0.1,0.2,0.4,0.001,0,0,"spp1_iter_4","Fig3b",176
"122","2",0.318800223476265,0.104430783045541,0.00225144033786207,0.425482446859669,"iter_4",0.3,0.2,0.4,0.001,0,0,"spp2_iter_4","Fig3b",310
"123","3",0.209343434234411,0.122439449896459,0.00192439380479392,0.333707277935664,"iter_4",0.5,0.2,0.4,0.001,0,0,"spp3_iter_4","Fig3b",380
"124","4",0.249603747117796,0.0917060126069328,0.0423205717875653,0.383630331512294,"iter_4",0.7,0.2,0.4,0.001,0,0,"spp4_iter_4","Fig3b",387
"125","5",0.232842860722916,0.117436923509953,0.0605895803596117,0.41086936459248,"iter_4",0.9,0.2,0.4,0.001,0,0,"spp5_iter_4","Fig3b",353
"126","6",0.368371219628753,0.0861039757369927,0.0420389554920219,0.496514150857768,"iter_4",0.1,0.2,0.4,0.005,0,0,"spp6_iter_4","Fig3b",280
"127","7",0.406483631111617,0.103260363649496,0.0118210908877395,0.521565085648852,"iter_4",0.3,0.2,0.4,0.005,0,0,"spp7_iter_4","Fig3b",169
"128","8",0.32995105414464,0.0657591825932033,0.0112976509731705,0.407007887711014,"iter_4",0.5,0.2,0.4,0.005,0,0,"spp8_iter_4","Fig3b",147
"129","9",0.395304500605483,0.0968652748310818,0.19628941126414,0.688459186700705,"iter_4",0.7,0.2,0.4,0.005,0,0,"spp9_iter_4","Fig3b",64
"130","10",0.358562012331155,0.125180442064421,0.0961596387953217,0.579902093190897,"iter_4",0.9,0.2,0.4,0.005,0,0,"spp10_iter_4","Fig3b",161
"131","11",0.493280450277745,0.0849225682909655,0.0231462126720274,0.601349231240738,"iter_4",0.1,0.2,0.4,0.015,0,0,"spp11_iter_4","Fig3b",149
"132","12",0.477326767701207,0.0768111134287312,0.0236069483805335,0.577744829510472,"iter_4",0.3,0.2,0.4,0.015,0,0,"spp12_iter_4","Fig3b",158
"133","13",0.381947799573567,0.0839472212388176,0.0055037734797232,0.471398794292108,"iter_4",0.5,0.2,0.4,0.015,0,0,"spp13_iter_4","Fig3b",160
"134","14",0.484917932137728,0.0600231175491079,0.0135732119307463,0.558514261617582,"iter_4",0.7,0.2,0.4,0.015,0,0,"spp14_iter_4","Fig3b",69
"135","15",0.487427792741484,0.0681728064673752,0.361978500488186,0.917579099697045,"iter_4",0.9,0.2,0.4,0.015,0,0,"spp15_iter_4","Fig3b",130
"136","1",0.214519277580799,0.155433551081811,0.0133665227211889,0.383319351383799,"iter_5",0.1,0.2,0.4,0.001,0,0,"spp1_iter_5","Fig3b",172
"137","2",0.260943781699843,0.0973434537225922,0.0697608852151756,0.428048120637611,"iter_5",0.3,0.2,0.4,0.001,0,0,"spp2_iter_5","Fig3b",296
"138","3",0.211548058474864,0.185309709289978,0.00411196366510547,0.400969731429947,"iter_5",0.5,0.2,0.4,0.001,0,0,"spp3_iter_5","Fig3b",385
"139","4",0.247156107120893,0.0622789054490581,0.0386943346871588,0.34812934725711,"iter_5",0.7,0.2,0.4,0.001,0,0,"spp4_iter_5","Fig3b",348
"140","5",0.267972474353828,0.076732624835286,0.0166617313312062,0.361366830520321,"iter_5",0.9,0.2,0.4,0.001,0,0,"spp5_iter_5","Fig3b",339
"141","6",0.264825823760599,0.170466523913402,0.00273130660555521,0.438023654279556,"iter_5",0.1,0.2,0.4,0.005,0,0,"spp6_iter_5","Fig3b",283
"142","7",0.376351201500651,0.0632380029682196,0.442819047162289,0.88240825163116,"iter_5",0.3,0.2,0.4,0.005,0,0,"spp7_iter_5","Fig3b",175
"143","8",0.276790238082415,0.1477154686337,0.00480951526692319,0.429315221983038,"iter_5",0.5,0.2,0.4,0.005,0,0,"spp8_iter_5","Fig3b",130
"144","9",0.434127079184216,0.105106144490841,0.0131472500259793,0.552380473701036,"iter_5",0.7,0.2,0.4,0.005,0,0,"spp9_iter_5","Fig3b",62
"145","10",0.399924585497363,0.0907137270373503,0.00976040786913779,0.500398720403851,"iter_5",0.9,0.2,0.4,0.005,0,0,"spp10_iter_5","Fig3b",191
"146","11",0.461733712741733,0.102089133557923,0.00412965593377312,0.567952502233429,"iter_5",0.1,0.2,0.4,0.015,0,0,"spp11_iter_5","Fig3b",143
"147","12",0.472259559580608,0.0263798793146966,0.0290147529778443,0.527654191873148,"iter_5",0.3,0.2,0.4,0.015,0,0,"spp12_iter_5","Fig3b",177
"148","13",0.356716254330762,0.0296538822509843,0.0110680559304126,0.397438192512159,"iter_5",0.5,0.2,0.4,0.015,0,0,"spp13_iter_5","Fig3b",152
"149","14",0.423375878954222,0.0642884243078655,0.466370670005884,0.954034973267972,"iter_5",0.7,0.2,0.4,0.015,0,0,"spp14_iter_5","Fig3b",94
"150","15",0.431336671996832,0.0424560241540407,0.0228648121598614,0.496657508310734,"iter_5",0.9,0.2,0.4,0.015,0,0,"spp15_iter_5","Fig3b",113
"151","1",0.177988396171913,0.146908328585615,0.0111617029301699,0.336058427687698,"iter_1",0.1,0.2,0.4,0.001,1.5,1.5,"spp1_iter_1","Fig3c",163
"152","2",0.142184133390018,0.220002706326525,0.0212842787033448,0.383471118419887,"iter_1",0.3,0.2,0.4,0.001,1.5,1.5,"spp2_iter_1","Fig3c",88
"153","3",0.179746312278607,0.154839966303594,0.0305293018849024,0.365115580467103,"iter_1",0.5,0.2,0.4,0.001,1.5,1.5,"spp3_iter_1","Fig3c",181
"154","4",0.0787921367550012,0.2047550937954,0.00400708783018711,0.287554318380588,"iter_1",0.7,0.2,0.4,0.001,1.5,1.5,"spp4_iter_1","Fig3c",97
"155","5",0.198836736763492,0.161801544145197,0.00197173293819775,0.362610013846887,"iter_1",0.9,0.2,0.4,0.001,1.5,1.5,"spp5_iter_1","Fig3c",171
"156","6",0.268224767555152,0.190354946202519,0.0807076310538997,0.53928734481157,"iter_1",0.1,0.2,0.4,0.005,1.5,1.5,"spp6_iter_1","Fig3c",204
"157","7",0.107448578786514,0.256861913959017,0.138488857179595,0.502799349925126,"iter_1",0.3,0.2,0.4,0.005,1.5,1.5,"spp7_iter_1","Fig3c",145
"158","8",0.23450616126909,0.166597571878579,0.43382684270505,0.83493057585272,"iter_1",0.5,0.2,0.4,0.005,1.5,1.5,"spp8_iter_1","Fig3c",273
"159","9",0.205665580001762,0.129296997018034,0.33528986162414,0.670252438643937,"iter_1",0.7,0.2,0.4,0.005,1.5,1.5,"spp9_iter_1","Fig3c",130
"160","10",0.318243526349273,0.143041047407957,0.120880081776828,0.582164655534059,"iter_1",0.9,0.2,0.4,0.005,1.5,1.5,"spp10_iter_1","Fig3c",198
"161","11",0.341963619768571,0.135435060522468,0.0665789100600355,0.543977590351074,"iter_1",0.1,0.2,0.4,0.015,1.5,1.5,"spp11_iter_1","Fig3c",275
"162","12",0.121907669821052,0.211062978232974,0.251954438732007,0.584925086786034,"iter_1",0.3,0.2,0.4,0.015,1.5,1.5,"spp12_iter_1","Fig3c",129
"163","13",0.392602905996752,0.107624229475732,0.432976802492194,0.933203937964677,"iter_1",0.5,0.2,0.4,0.015,1.5,1.5,"spp13_iter_1","Fig3c",368
"164","14",0.120937388042996,0.276614681063634,0.267919039607776,0.665471108714407,"iter_1",0.7,0.2,0.4,0.015,1.5,1.5,"spp14_iter_1","Fig3c",141
