"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"1","1",0.594375825153288,0.037017579939794,0,0.631393405093082,"iter_1",0.8,0.2,0.4,0.005,0,0,"spp1_iter_1","scenarioscenario7",271
"2","2",0.544561271069448,0.0515537298507381,0,0.596115000920186,"iter_1",0.2,0.2,0.4,0.005,0,0,"spp2_iter_1","scenarioscenario7",272
"3","1",0.580106193231231,0.0688441204494392,0,0.64895031368067,"iter_2",0.8,0.2,0.4,0.005,0,0,"spp1_iter_2","scenarioscenario7",234
"4","2",0.558838687949767,0.0566253700983071,0,0.615464058048074,"iter_2",0.2,0.2,0.4,0.005,0,0,"spp2_iter_2","scenarioscenario7",249
"5","1",0.544397866417344,0.044616369427112,0,0.589014235844456,"iter_3",0.8,0.2,0.4,0.005,0,0,"spp1_iter_3","scenarioscenario7",260
"6","2",0.544067032353489,0.0361213665232104,0,0.580188398876699,"iter_3",0.2,0.2,0.4,0.005,0,0,"spp2_iter_3","scenarioscenario7",254
"7","1",0.52687561884553,0.0925229736352315,0,0.619398592480762,"iter_4",0.8,0.2,0.4,0.005,0,0,"spp1_iter_4","scenarioscenario7",249
"8","2",0.489725254469713,0.0778175267584674,0,0.56754278122818,"iter_4",0.2,0.2,0.4,0.005,0,0,"spp2_iter_4","scenarioscenario7",243
"9","1",0.592534195156588,0.0201646142564015,0,0.61269880941299,"iter_5",0.8,0.2,0.4,0.005,0,0,"spp1_iter_5","scenarioscenario7",250
"10","2",0.620738488895882,0.0563735247695046,0,0.677112013665386,"iter_5",0.2,0.2,0.4,0.005,0,0,"spp2_iter_5","scenarioscenario7",263
